score,time,samples,subject,session,channels,n_sessions,dataset,pipeline,band_low,band_high,band_label,n_components,config_name,subject_norm
0.57368827,2.137872,2304.0,2,0train,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,2
0.53838736,2.137872,2304.0,2,1test,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,2
0.984375,1.754792,2304.0,3,0train,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,3
0.9774306,1.754792,2304.0,3,1test,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,3
0.7494213,1.650002,2304.0,4,0train,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,4
0.80652004,1.650002,2304.0,4,1test,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,4
0.53433645,1.718343,2304.0,5,0train,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,5
0.63560957,1.718343,2304.0,5,1test,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,5
0.70871913,1.6342587,2304.0,6,0train,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,6
0.6736111,1.6342587,2304.0,6,1test,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,6
0.65991515,1.729933,2304.0,7,0train,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,7
0.6863426,1.729933,2304.0,7,1test,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,7
0.9936343,1.6661808,2304.0,8,0train,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,8
0.9832176,1.6661808,2304.0,8,1test,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,8
0.8206019,1.746131,2304.0,9,0train,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,9
0.77700615,1.746131,2304.0,9,1test,22,2,BNCI2014-001,band_8_35__csp_10,8,35,8-35,10,band_8_35__csp_10,9
0.576196,1.9668,2304.0,1,0train,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,1
0.73051697,1.9668,2304.0,1,1test,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,1
0.5640432,1.6865087,2304.0,2,0train,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,2
0.53742284,1.6865087,2304.0,2,1test,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,2
0.9675926,1.6145711,2304.0,3,0train,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,3
0.9340278,1.6145711,2304.0,3,1test,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,3
0.7540509,1.627171,2304.0,4,0train,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,4
0.7679398,1.627171,2304.0,4,1test,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,4
0.5104167,1.5964062,2304.0,5,0train,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,5
0.6381173,1.5964062,2304.0,5,1test,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,5
0.7158565,1.6746349,2304.0,6,0train,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,6
0.59857255,1.6746349,2304.0,6,1test,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,6
0.6736111,1.778662,2304.0,7,0train,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,7
0.71161264,1.778662,2304.0,7,1test,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,7
0.95910496,1.8696771,2304.0,8,0train,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,8
0.96489197,1.8696771,2304.0,8,1test,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,8
0.79185957,1.732508,2304.0,9,0train,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,9
0.67843366,1.732508,2304.0,9,1test,22,2,BNCI2014-001,band_10_30__csp_4,10,30,10-30,4,band_10_30__csp_4,9
0.9243827,2.114138,2304.0,1,0train,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,1
0.93364197,2.114138,2304.0,1,1test,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,1
0.5638503,2.185399,2304.0,2,0train,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,2
0.53838736,2.185399,2304.0,2,1test,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,2
0.9672068,2.148274,2304.0,3,0train,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,3
0.9347994,2.148274,2304.0,3,1test,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,3
0.7527006,1.9439397,2304.0,4,0train,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,4
0.77121913,1.9439397,2304.0,4,1test,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,4
0.5152392,1.9669421,2304.0,5,0train,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,5
0.6342593,1.9669421,2304.0,5,1test,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,5
0.7189429,1.6848178,2304.0,6,0train,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,6
0.6018519,1.6848178,2304.0,6,1test,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,6
0.6685957,1.6978331,2304.0,7,0train,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,7
0.6979167,1.6978331,2304.0,7,1test,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,7
0.96219134,1.7154729,2304.0,8,0train,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,8
0.96431327,1.7154729,2304.0,8,1test,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,8
0.7837577,1.694516,2304.0,9,0train,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,9
0.6649306,1.694516,2304.0,9,1test,22,2,BNCI2014-001,band_10_30__csp_6,10,30,10-30,6,band_10_30__csp_6,9
0.9265046,1.8366477,2304.0,1,0train,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,1
0.9346065,1.8366477,2304.0,1,1test,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,1
0.5326003,1.6123812,2304.0,2,0train,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,2
0.50424385,1.6123812,2304.0,2,1test,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,2
0.9710648,1.656899,2304.0,3,0train,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,3
0.9369213,1.656899,2304.0,3,1test,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,3
0.7947531,1.627672,2304.0,4,0train,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,4
0.82272375,1.627672,2304.0,4,1test,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,4
0.5162037,1.5913911,2304.0,5,0train,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,5
0.63290894,1.5913911,2304.0,5,1test,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,5
0.71508485,1.5615327,2304.0,6,0train,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,6
0.60108024,1.5615327,2304.0,6,1test,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,6
0.6888503,1.6253371,2304.0,7,0train,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,7
0.6903935,1.6253371,2304.0,7,1test,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,7
0.96315587,1.5865638,2304.0,8,0train,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,8
0.9774306,1.5865638,2304.0,8,1test,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,8
0.7783565,1.599014,2304.0,9,0train,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,9
0.6631944,1.599014,2304.0,9,1test,22,2,BNCI2014-001,band_10_30__csp_8,10,30,10-30,8,band_10_30__csp_8,9
0.9253472,1.8255773,2304.0,1,0train,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,1
0.92746913,1.8255773,2304.0,1,1test,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,1
0.5428241,1.6532121,2304.0,2,0train,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,2
0.49575618,1.6532121,2304.0,2,1test,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,2
0.9704861,1.618499,2304.0,3,0train,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,3
0.9371142,1.618499,2304.0,3,1test,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,3
0.79320985,1.6519868,2304.0,4,0train,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,4
0.82137346,1.6519868,2304.0,4,1test,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,4
0.51253855,1.593426,2304.0,5,0train,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,5
0.63618827,1.593426,2304.0,5,1test,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,5
0.71334875,1.6123343,2304.0,6,0train,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,6
0.6217207,1.6123343,2304.0,6,1test,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,6
0.70987654,1.5882273,2304.0,7,0train,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,7
0.71392745,1.5882273,2304.0,7,1test,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,7
0.9612269,1.6871169,2304.0,8,0train,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,8
0.97762346,1.6871169,2304.0,8,1test,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,8
0.7795139,1.6754158,2304.0,9,0train,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,9
0.67804784,1.6754158,2304.0,9,1test,22,2,BNCI2014-001,band_10_30__csp_10,10,30,10-30,10,band_10_30__csp_10,9
0.7702546,1.8342502,2304.0,1,0train,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,1
0.7172068,1.8342502,2304.0,1,1test,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,1
0.45119599,1.5891619,2304.0,2,0train,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,2
0.47858796,1.5891619,2304.0,2,1test,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,2
0.8096065,1.6577442,2304.0,3,0train,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,3
0.68441355,1.6577442,2304.0,3,1test,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,3
0.720679,1.6188648,2304.0,4,0train,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,4
0.7662037,1.6188648,2304.0,4,1test,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,4
0.53896606,1.557153,2304.0,5,0train,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,5
0.61998457,1.557153,2304.0,5,1test,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,5
0.6275077,1.5933287,2304.0,6,0train,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,6
0.6072531,1.5933287,2304.0,6,1test,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,6
0.67727625,1.6365001,2304.0,7,0train,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,7
0.712963,1.6365001,2304.0,7,1test,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,7
0.9484954,1.555203,2304.0,8,0train,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,8
0.9560185,1.555203,2304.0,8,1test,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,8
0.65181327,1.6230588,2304.0,9,0train,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,9
0.55420524,1.6230588,2304.0,9,1test,22,2,BNCI2014-001,band_12_30__csp_4,12,30,12-30,4,band_12_30__csp_4,9
0.927662,1.8284588,2304.0,1,0train,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,1
0.92689043,1.8284588,2304.0,1,1test,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,1
0.44926697,1.6546109,2304.0,2,0train,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,2
0.45968366,1.6546109,2304.0,2,1test,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,2
0.8443287,1.6287968,2304.0,3,0train,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,3
0.81809413,1.6287968,2304.0,3,1test,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,3
0.783179,1.6022949,2304.0,4,0train,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,4
0.8277392,1.6022949,2304.0,4,1test,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,4
0.572338,1.6167061,2304.0,5,0train,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,5
0.6157407,1.6167061,2304.0,5,1test,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,5
0.6739969,1.6058931,2304.0,6,0train,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,6
0.62017745,1.6058931,2304.0,6,1test,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,6
0.7569444,1.625474,2304.0,7,0train,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,7
0.84992284,1.625474,2304.0,7,1test,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,7
0.90065587,1.707396,2304.0,8,0train,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,8
0.9305556,1.707396,2304.0,8,1test,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,8
0.6714892,1.6544089,2304.0,9,0train,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,9
0.61824846,1.6544089,2304.0,9,1test,22,2,BNCI2014-001,band_12_30__csp_6,12,30,12-30,6,band_12_30__csp_6,9
0.91878855,1.8959098,2304.0,1,0train,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,1
0.9189815,1.8959098,2304.0,1,1test,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,1
0.44251543,1.6280832,2304.0,2,0train,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,2
0.46431327,1.6280832,2304.0,2,1test,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,2
0.9710648,1.604044,2304.0,3,0train,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,3
0.9251543,1.604044,2304.0,3,1test,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,3
0.7771991,1.6542461,2304.0,4,0train,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,4
0.8165509,1.6542461,2304.0,4,1test,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,4
0.52816355,1.6406,2304.0,5,0train,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,5
0.63329476,1.6406,2304.0,5,1test,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,5
0.75771606,1.6541898,2304.0,6,0train,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,6
0.7220293,1.6541898,2304.0,6,1test,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,6
0.7478781,1.619479,2304.0,7,0train,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,7
0.830054,1.619479,2304.0,7,1test,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,7
0.8913966,1.6256759,2304.0,8,0train,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,8
0.9236111,1.6256759,2304.0,8,1test,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,8
0.6396605,1.6647191,2304.0,9,0train,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,9
0.5949074,1.6647191,2304.0,9,1test,22,2,BNCI2014-001,band_12_30__csp_8,12,30,12-30,8,band_12_30__csp_8,9
0.9137731,1.9021728,2304.0,1,0train,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,1
0.9079861,1.9021728,2304.0,1,1test,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,1
0.4502315,1.6468651,2304.0,2,0train,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,2
0.4832176,1.6468651,2304.0,2,1test,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,2
0.96875,1.6304471,2304.0,3,0train,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,3
0.92496145,1.6304471,2304.0,3,1test,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,3
0.77739197,1.6495581,2304.0,4,0train,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,4
0.81905866,1.6495581,2304.0,4,1test,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,4
0.5314429,1.6424308,2304.0,5,0train,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,5
0.63695985,1.6424308,2304.0,5,1test,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,5
0.74614197,1.63888,2304.0,6,0train,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,6
0.7035108,1.63888,2304.0,6,1test,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,6
0.72241515,1.6187782,2304.0,7,0train,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,7
0.8061343,1.6187782,2304.0,7,1test,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,7
0.8915895,1.64324,2304.0,8,0train,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,8
0.9207176,1.64324,2304.0,8,1test,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,8
0.6419753,1.676465,2304.0,9,0train,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,9
0.5929784,1.676465,2304.0,9,1test,22,2,BNCI2014-001,band_12_30__csp_10,12,30,12-30,10,band_12_30__csp_10,9
