best_overall_config_name,best_overall_band_label,best_overall_n_components,best_overall_mean_score,best_overall_std_score,best_overall_min_score,best_overall_max_score,best_bottom2_config_name,best_bottom2_band_label,best_bottom2_n_components,best_bottom2_mean_score,baseline_mean_reference,delta_vs_baseline
band_8_35__csp_10,8-35,10,0.7773812413215637,0.16206365823745728,0.520061731338501,0.9913194179534912,band_8_35__csp_8,8-35,8,0.5685763955116272,,
